GEO.id,GEO.display-label,NAICS.id,NAICS.display-label,REVENUE (k),YEAR.id,ESTAB
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44221,Floor covering stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",442210,Floor covering stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",443,Electronics and appliance stores,3000,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4431,Electronics and appliance stores,3000,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44314,Electronics and appliance stores,3000,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",443141,Household appliance stores,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",443142,Electronics stores,2000,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",444,Building material and garden equipment and supplies dealers,3500,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4441,Building material and supplies dealers,3500,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44411,Home centers,2000,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",444110,Home centers,2000,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44413,Hardware stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",444130,Hardware stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44419,Other building material dealers,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",444190,Other building material dealers,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",445,Food and beverage stores,8500,2012,11
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4451,Grocery stores,3375,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44511,Supermarkets and other grocery (except convenience) stores,3000,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",445110,Supermarkets and other grocery (except convenience) stores,3000,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44512,Convenience stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",445120,Convenience stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4452,Specialty food stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44529,Other specialty food stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",445291,Baked goods stores,375,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4453,"Beer, wine, and liquor stores",4750,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44531,"Beer, wine, and liquor stores",4750,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",445310,"Beer, wine, and liquor stores",4750,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",446,Health and personal care stores,5000,2012,7
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4461,Health and personal care stores,5000,2012,7
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44611,Pharmacies and drug stores,3375,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",446110,Pharmacies and drug stores,3375,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44612,"Cosmetics, beauty supplies, and perfume stores",750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",446120,"Cosmetics, beauty supplies, and perfume stores",750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44619,Other health and personal care stores,875,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",446191,Food (health) supplement stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",446199,All other health and personal care stores,125,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",447,Gasoline stations,4250,2012,8
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4471,Gasoline stations,4250,2012,8
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44711,Gasoline stations with convenience stores,4125,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",447110,Gasoline stations with convenience stores,4125,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44719,Other gasoline stations,125,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",447190,Other gasoline stations,125,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",448,Clothing and clothing accessories stores,4000,2012,5
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4481,Clothing stores,3250,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44812,Women's clothing stores,2250,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",448120,Women's clothing stores,2250,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44814,Family clothing stores,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",448140,Family clothing stores,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4482,Shoe stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",44821,Shoe stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",448210,Shoe stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",451,"Sporting goods, hobby, musical instrument, and book stores",750,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4511,"Sporting goods, hobby, and musical instrument stores",750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45111,Sporting goods stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",451110,Sporting goods stores,750,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4512,Book stores and news dealers,0,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45121,Book stores and news dealers,0,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",451211,Book stores,0,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",452,General merchandise stores,3750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4529,Other general merchandise stores,3750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45299,All other general merchandise stores,3750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",452990,All other general merchandise stores,3750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",453,Miscellaneous store retailers,1750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4539,Other miscellaneous store retailers,1750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45399,All other miscellaneous store retailers,1750,2012,4
8610000US06002,"ZIP 06002 (Bloomfield, CT)",453991,Tobacco stores,0,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",453998,All other miscellaneous store retailers (except tobacco stores),1750,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",454,Nonstore retailers,5750,2012,6
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4541,Electronic shopping and mail-order houses,1750,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45411,Electronic shopping and mail-order houses,1750,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",454111,Electronic shopping,1750,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4542,Vending machine operators,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45421,Vending machine operators,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",454210,Vending machine operators,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",4543,Direct selling establishments,3000,2012,3
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45431,Fuel dealers,2000,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",454310,Fuel dealers,2000,2012,2
8610000US06002,"ZIP 06002 (Bloomfield, CT)",45439,Other direct selling establishments,1000,2012,1
8610000US06002,"ZIP 06002 (Bloomfield, CT)",454390,Other direct selling establishments,1000,2012,1
8610000US06006,"ZIP 06006 (Windsor, CT)",44-45,Retail trade,1000,2012,1
8610000US06006,"ZIP 06006 (Windsor, CT)",454,Nonstore retailers,1000,2012,1
8610000US06006,"ZIP 06006 (Windsor, CT)",4541,Electronic shopping and mail-order houses,1000,2012,1
8610000US06006,"ZIP 06006 (Windsor, CT)",45411,Electronic shopping and mail-order houses,1000,2012,1
8610000US06006,"ZIP 06006 (Windsor, CT)",454113,Mail-order houses,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",44-45,Retail trade,117750,2012,168
8610000US06010,"ZIP 06010 (Bristol, CT)",441,Motor vehicle and parts dealers,16750,2012,18
8610000US06010,"ZIP 06010 (Bristol, CT)",4411,Automobile dealers,5000,2012,6
8610000US06010,"ZIP 06010 (Bristol, CT)",44111,New car dealers,3000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",441110,New car dealers,3000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",44112,Used car dealers,2000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",441120,Used car dealers,2000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",4412,Other motor vehicle dealers,3000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",44121,Recreational vehicle dealers,2000,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",441210,Recreational vehicle dealers,2000,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44122,"Motorcycle, boat, and other motor vehicle dealers",1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",441228,"Motorcycle, ATV, and all other motor vehicle dealers",1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",4413,"Automotive parts, accessories, and tire stores",8750,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",44131,Automotive parts and accessories stores,5750,2012,6
8610000US06010,"ZIP 06010 (Bristol, CT)",441310,Automotive parts and accessories stores,5750,2012,6
8610000US06010,"ZIP 06010 (Bristol, CT)",44132,Tire dealers,3000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",441320,Tire dealers,3000,2012,3
8610000US06010,"ZIP 06010 (Bristol, CT)",442,Furniture and home furnishings stores,2875,2012,6
8610000US06010,"ZIP 06010 (Bristol, CT)",4421,Furniture stores,1125,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44211,Furniture stores,1125,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",442110,Furniture stores,1125,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",4422,Home furnishings stores,1750,2012,4
8610000US06010,"ZIP 06010 (Bristol, CT)",44221,Floor covering stores,750,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",442210,Floor covering stores,750,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44229,Other home furnishings stores,1000,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",442291,Window treatment stores,0,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",442299,All other home furnishings stores,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",443,Electronics and appliance stores,4500,2012,8
8610000US06010,"ZIP 06010 (Bristol, CT)",4431,Electronics and appliance stores,4500,2012,8
8610000US06010,"ZIP 06010 (Bristol, CT)",44314,Electronics and appliance stores,4500,2012,8
8610000US06010,"ZIP 06010 (Bristol, CT)",443142,Electronics stores,4500,2012,8
8610000US06010,"ZIP 06010 (Bristol, CT)",444,Building material and garden equipment and supplies dealers,7500,2012,10
8610000US06010,"ZIP 06010 (Bristol, CT)",4441,Building material and supplies dealers,6750,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",44411,Home centers,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",444110,Home centers,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",44412,Paint and wallpaper stores,1750,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",444120,Paint and wallpaper stores,1750,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44413,Hardware stores,2875,2012,4
8610000US06010,"ZIP 06010 (Bristol, CT)",444130,Hardware stores,2875,2012,4
8610000US06010,"ZIP 06010 (Bristol, CT)",44419,Other building material dealers,1125,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",444190,Other building material dealers,1125,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",4442,Lawn and garden equipment and supplies stores,750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",44422,"Nursery, garden center, and farm supply stores",750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",444220,"Nursery, garden center, and farm supply stores",750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",445,Food and beverage stores,18750,2012,35
8610000US06010,"ZIP 06010 (Bristol, CT)",4451,Grocery stores,9250,2012,20
8610000US06010,"ZIP 06010 (Bristol, CT)",44511,Supermarkets and other grocery (except convenience) stores,6625,2012,11
8610000US06010,"ZIP 06010 (Bristol, CT)",445110,Supermarkets and other grocery (except convenience) stores,6625,2012,11
8610000US06010,"ZIP 06010 (Bristol, CT)",44512,Convenience stores,2625,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",445120,Convenience stores,2625,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",4452,Specialty food stores,1000,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44521,Meat markets,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",445210,Meat markets,1000,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",44522,Fish and seafood markets,0,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",445220,Fish and seafood markets,0,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",4453,"Beer, wine, and liquor stores",8500,2012,13
8610000US06010,"ZIP 06010 (Bristol, CT)",44531,"Beer, wine, and liquor stores",8500,2012,13
8610000US06010,"ZIP 06010 (Bristol, CT)",445310,"Beer, wine, and liquor stores",8500,2012,13
8610000US06010,"ZIP 06010 (Bristol, CT)",446,Health and personal care stores,11500,2012,14
8610000US06010,"ZIP 06010 (Bristol, CT)",4461,Health and personal care stores,11500,2012,14
8610000US06010,"ZIP 06010 (Bristol, CT)",44611,Pharmacies and drug stores,9000,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",446110,Pharmacies and drug stores,9000,2012,9
8610000US06010,"ZIP 06010 (Bristol, CT)",44612,"Cosmetics, beauty supplies, and perfume stores",750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",446120,"Cosmetics, beauty supplies, and perfume stores",750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",44613,Optical goods stores,1375,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",446130,Optical goods stores,1375,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",44619,Other health and personal care stores,375,2012,2
8610000US06010,"ZIP 06010 (Bristol, CT)",446191,Food (health) supplement stores,0,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",446199,All other health and personal care stores,375,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",447,Gasoline stations,16375,2012,18
8610000US06010,"ZIP 06010 (Bristol, CT)",4471,Gasoline stations,16375,2012,18
8610000US06010,"ZIP 06010 (Bristol, CT)",44711,Gasoline stations with convenience stores,15625,2012,17
8610000US06010,"ZIP 06010 (Bristol, CT)",447110,Gasoline stations with convenience stores,15625,2012,17
8610000US06010,"ZIP 06010 (Bristol, CT)",44719,Other gasoline stations,750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",447190,Other gasoline stations,750,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",448,Clothing and clothing accessories stores,8375,2012,13
8610000US06010,"ZIP 06010 (Bristol, CT)",4481,Clothing stores,5625,2012,10
8610000US06010,"ZIP 06010 (Bristol, CT)",44811,Men's clothing stores,0,2012,1
8610000US06010,"ZIP 06010 (Bristol, CT)",448110,Men's clothing stores,0,2012,1
