GEO.id,INCOME.aggregate
8600000US04255,20447700
8600000US04256,68677600
8600000US04257,44577500
8600000US04258,67019800
8600000US04259,83563600
8600000US04260,139725100
8600000US04261,8926300
8600000US04263,45961600
8600000US04265,29685500
8600000US04267,735900
8600000US04268,126346000
8600000US04270,118554800
8600000US04271,
8600000US04274,154911400
8600000US04275,9473800
8600000US04276,113011500
8600000US04280,151109000
8600000US04281,105889700
8600000US04282,162607200
8600000US04284,32661400
8600000US04285,8562600
8600000US04287,84223000
8600000US04289,35706700
8600000US04290,33656200
8600000US04292,18626700
8600000US04294,85880000
8600000US04330,590434800
8600000US04342,55208500
8600000US04344,63453700
8600000US04345,304818300
8600000US04346,42372800
8600000US04347,105679300
8600000US04348,93138700
8600000US04349,33047400
8600000US04350,93580900
8600000US04351,89485600
8600000US04352,41422200
8600000US04353,53968800
8600000US04354,39498900
8600000US04355,73424600
8600000US04357,85598600
8600000US04358,98234800
8600000US04359,8376500
8600000US04360,15643100
8600000US04363,67150200
8600000US04364,167607100
8600000US04401,1100825200
8600000US04406,13690900
8600000US04408,4607600
8600000US04410,21619500
8600000US04411,33936000
8600000US04412,266249800
8600000US04413,4604600
8600000US04414,28836400
8600000US04415,5133600
8600000US04416,116351100
8600000US04417,6181600
8600000US04418,28074800
8600000US04419,62317300
8600000US04421,28772700
8600000US04422,23671800
8600000US04424,12689600
8600000US04426,101766400
8600000US04427,57782900
8600000US04428,74289400
8600000US04429,152490200
8600000US04430,34673600
8600000US04431,2320500
8600000US04434,29142500
8600000US04435,19801200
8600000US04438,26758900
8600000US04441,49249900
8600000US04442,1352500
8600000US04443,46884600
8600000US04444,273928200
8600000US04448,25253800
8600000US04449,28249300
8600000US04450,30499700
8600000US04451,4573900
8600000US04453,14943700
8600000US04454,1246500
8600000US04455,25256800
8600000US04456,65452000
8600000US04457,104234500
8600000US04459,17144600
8600000US04460,29598300
8600000US04461,66470200
8600000US04462,100260500
8600000US04463,51473700
8600000US04464,11558700
8600000US04468,186448200
8600000US04469,
8600000US04471,9128700
8600000US04472,56161200
8600000US04473,170982300
8600000US04474,110447900
