GEO.id,RACE.white,RACE.black,RACE.native,RACE.asian,RACE.pacific,RACE.other,RACE.two
8600000US28325,307,105,0,0,0,135,10
8600000US28326,10730,3440,286,47,14,1235,1247
8600000US28327,12743,1462,56,277,0,66,97
8600000US28328,13522,8108,642,224,0,4245,354
8600000US28330,349,0,0,0,0,0,0
8600000US28332,380,62,6,0,0,0,2
8600000US28333,4631,4971,0,52,0,1522,317
8600000US28334,17725,5936,158,152,0,599,548
8600000US28337,5042,3906,165,0,0,503,235
8600000US28338,2868,1319,186,26,0,251,63
8600000US28339,4912,1786,85,1,0,9,152
8600000US28340,3470,3859,3061,35,0,163,313
8600000US28341,2339,1060,62,0,0,906,6
8600000US28342,275,70,5,9,0,0,10
8600000US28343,715,718,52,0,0,2,179
8600000US28344,2131,442,43,4,0,157,118
8600000US28345,7133,4371,646,68,0,238,173
8600000US28347,571,780,12,2,0,16,97
8600000US28348,20250,8596,741,448,14,553,2326
8600000US28349,2235,1280,16,0,0,208,40
8600000US28350,293,6,0,0,0,0,17
8600000US28351,2211,832,636,0,0,0,187
8600000US28352,12174,10670,2275,330,5,231,548
8600000US28356,3885,593,176,113,0,8,261
8600000US28357,1266,737,795,0,0,207,74
8600000US28358,17219,12030,6474,507,42,1625,1161
8600000US28360,3208,1263,9684,169,0,1496,363
8600000US28363,1140,242,105,2,0,11,16
8600000US28364,1456,3565,10309,27,0,14,396
8600000US28365,9774,3677,15,23,0,3070,280
8600000US28366,3570,949,68,9,0,333,297
8600000US28367,86,49,0,0,0,0,0
8600000US28369,1264,651,421,0,0,58,24
8600000US28371,4121,2030,327,0,0,10,114
8600000US28372,1278,2028,8646,192,3,59,380
8600000US28373,1589,542,77,25,0,59,139
8600000US28374,14673,519,47,102,0,0,41
8600000US28375,56,33,0,0,0,0,3
8600000US28376,18154,14386,1570,543,108,1765,1851
8600000US28377,3864,4017,4617,39,13,801,309
8600000US28379,17348,7218,432,167,0,608,408
8600000US28382,4801,2350,84,5,46,156,106
8600000US28383,914,1908,3688,91,0,5,222
8600000US28384,6447,3118,1586,7,0,778,124
8600000US28385,2070,458,22,0,0,38,25
8600000US28386,1522,545,3450,44,28,231,164
8600000US28387,10563,3492,67,167,0,222,239
8600000US28390,10412,7355,155,353,166,1227,1454
8600000US28391,4837,590,28,11,0,29,107
8600000US28392,686,292,0,0,0,0,10
8600000US28393,697,629,0,0,0,262,19
8600000US28394,4374,720,62,95,0,0,402
8600000US28395,1654,496,28,5,0,0,47
8600000US28396,1304,1296,324,0,0,0,27
8600000US28398,2480,3536,8,0,0,890,110
8600000US28399,917,1079,0,13,0,145,18
8600000US28401,11737,10149,150,96,26,104,399
8600000US28403,30113,5084,113,737,0,677,437
8600000US28405,22167,4901,179,509,0,97,361
8600000US28409,27362,1858,34,554,36,317,652
8600000US28411,28509,2306,0,463,7,130,406
8600000US28412,29047,2932,193,369,20,1461,980
8600000US28420,3359,409,6,0,0,98,6
8600000US28421,923,326,0,0,0,3,0
8600000US28422,4817,1327,32,18,68,29,199
8600000US28423,709,820,788,0,0,108,49
8600000US28424,31,43,0,0,0,0,0
8600000US28425,7177,3911,72,19,8,562,58
8600000US28428,5714,158,0,23,0,18,131
8600000US28429,6373,2346,80,0,0,0,220
8600000US28430,1050,523,0,0,0,146,2
8600000US28431,3598,2192,196,20,0,20,55
8600000US28432,1934,29,7,0,0,0,22
8600000US28433,2442,2194,48,0,0,25,23
8600000US28434,200,884,144,24,0,74,0
8600000US28435,1406,860,7,12,0,198,22
8600000US28436,1740,444,9,0,10,0,7
8600000US28438,1315,191,25,0,0,7,40
8600000US28439,1011,525,10,0,0,0,41
8600000US28441,1736,960,45,7,0,312,281
8600000US28442,469,557,120,0,0,0,0
8600000US28443,15059,978,85,84,0,146,351
8600000US28444,1716,573,13,0,0,348,282
8600000US28445,6253,104,15,0,0,8,4
8600000US28447,1080,360,0,0,0,69,35
8600000US28448,727,377,0,0,0,0,0
8600000US28449,1556,5,5,54,0,0,7
8600000US28450,1532,255,500,0,2,9,81
8600000US28451,21038,5045,91,132,0,650,885
8600000US28452,548,364,0,0,0,70,0
8600000US28453,1583,2035,17,22,0,1344,0
8600000US28454,964,922,0,0,0,0,27
8600000US28455,1998,105,0,0,0,15,0
8600000US28456,1010,2226,60,9,0,71,135
8600000US28457,7295,1542,38,57,0,639,148
8600000US28458,2175,2448,0,115,0,825,14
8600000US28460,7744,108,12,2,0,21,293
8600000US28461,13345,1140,13,131,0,38,175
8600000US28462,10048,1188,47,52,29,57,423
8600000US28463,6385,4185,64,31,0,79,171
8600000US28464,667,969,0,0,0,879,100
8600000US28465,6563,215,13,9,0,0,127
8600000US28466,7723,2216,0,32,0,1239,86
8600000US28467,8245,370,23,37,0,16,107
8600000US28468,4118,243,0,43,0,18,13
8600000US28469,6137,73,12,20,0,7,144
8600000US28470,8260,1085,29,12,0,201,107
8600000US28472,12310,5977,251,22,0,1485,342
8600000US28478,3175,1243,0,0,0,44,55
8600000US28479,4520,623,45,28,0,0,242
8600000US28480,2482,16,0,2,0,0,4
8600000US28501,6462,13822,21,11,0,192,289
8600000US28504,13888,6001,62,214,7,830,466
8600000US28508,1838,22,0,0,0,669,44
8600000US28510,1145,213,4,29,0,15,208
8600000US28511,587,0,0,0,0,0,0
8600000US28512,3088,7,30,167,0,5,18
8600000US28513,5538,3550,0,19,0,426,111
8600000US28515,1263,1388,0,2,0,1,49
8600000US28516,9455,1672,104,17,5,21,217
8600000US28518,5925,1597,15,11,0,363,178
8600000US28519,236,15,0,0,0,0,0
8600000US28520,365,0,0,0,0,0,0
8600000US28521,1857,371,0,0,0,13,71
8600000US28523,1582,762,14,0,0,2,81
8600000US28524,429,0,0,0,0,0,0
8600000US28525,2143,134,40,0,0,348,21
8600000US28526,1824,603,0,0,3,0,2
8600000US28527,1284,74,0,0,0,22,0
8600000US28528,382,0,6,0,0,0,0
8600000US28529,2146,217,6,6,0,20,16
8600000US28530,4253,2325,0,37,0,407,181
8600000US28531,1226,0,0,12,0,0,6
8600000US28532,17062,5094,177,632,16,816,1205
8600000US28533,1342,251,5,34,0,148,71
8600000US28537,240,0,0,0,0,0,0
8600000US28538,1290,825,18,0,0,26,79
8600000US28539,13022,961,228,159,0,260,347
8600000US28540,35527,10187,232,749,46,2113,1426
8600000US28543,3212,740,62,86,0,190,312
8600000US28544,3561,1281,0,19,12,717,183
8600000US28546,28890,10704,183,1489,179,492,1786
8600000US28547,14704,2103,260,304,152,1075,765
8600000US28551,8388,4190,7,0,0,885,162
8600000US28552,164,0,0,0,0,0,0
8600000US28553,338,0,0,0,0,0,0
8600000US28554,186,7,0,0,0,0,38
8600000US28555,3397,1144,48,44,64,28,244
8600000US28556,707,193,0,5,0,0,0
8600000US28557,12586,1000,73,157,0,197,136
8600000US28560,20895,5856,93,704,105,655,714
8600000US28562,25272,7857,97,747,27,640,869
8600000US28570,18651,1607,138,191,0,572,642
8600000US28571,2348,223,56,0,0,6,38
8600000US28572,5274,541,0,0,0,383,35
8600000US28573,1393,1187,1,0,0,44,108
8600000US28574,11399,1613,137,124,0,489,464
8600000US28575,205,4,0,0,0,1,0
8600000US28577,511,0,0,0,0,2,0
8600000US28578,2851,181,0,20,0,2418,182
8600000US28579,404,0,0,0,0,0,0
8600000US28580,6235,5534,113,18,0,953,295
8600000US28581,163,0,0,0,0,0,0
8600000US28582,1610,66,0,0,0,0,12
8600000US28583,267,9,0,0,0,0,6
8600000US28584,10831,193,24,172,0,102,122
8600000US28585,2254,1148,23,0,0,198,19
8600000US28586,4964,1773,9,3,44,263,45
8600000US28587,113,233,0,0,0,0,0
8600000US28589,347,0,0,0,0,0,0
8600000US28590,16363,6014,29,471,0,290,729
8600000US28594,3450,1,0,15,0,101,82
8600000US28601,41881,3027,90,1494,4,1806,1002
8600000US28602,22546,4164,267,341,0,971,606
8600000US28604,6070,246,15,125,0,6,281
8600000US28605,3627,11,0,0,0,0,32
8600000US28606,1499,34,0,0,0,0,44
8600000US28607,31057,601,55,336,2,297,907
8600000US28609,5319,225,4,15,0,146,40
8600000US28610,8859,571,6,166,4,22,134
8600000US28611,979,66,0,0,0,0,0
8600000US28612,11697,178,25,567,0,38,341
8600000US28613,18658,1448,124,2034,0,977,514
8600000US28615,1838,11,0,0,0,0,27
8600000US28616,302,17,0,0,12,0,13
8600000US28617,2327,0,0,9,0,172,73
8600000US28618,1758,16,0,7,0,0,14
8600000US28619,1012,49,4,27,0,97,28
8600000US28621,9948,516,50,10,0,320,143
8600000US28622,2280,19,4,11,0,89,24
8600000US28623,1303,26,0,19,0,45,20
8600000US28624,1551,0,0,0,0,0,0
8600000US28625,29677,4385,201,909,0,725,742
8600000US28626,1906,2,12,0,0,30,0
8600000US28627,1523,0,0,0,0,0,0
8600000US28628,344,38,0,0,0,0,7
8600000US28629,99,0,0,0,0,0,0
8600000US28630,19233,211,82,70,36,246,354
8600000US28631,481,13,0,0,0,56,33
8600000US28634,5507,293,0,17,0,152,27
8600000US28635,3547,0,0,0,0,0,157
8600000US28636,5285,313,3,77,0,226,46
8600000US28637,1259,28,15,76,0,96,19
8600000US28638,11639,42,45,0,0,224,69
8600000US28640,4426,34,21,3,0,434,102
8600000US28642,5020,587,0,0,0,336,147
8600000US28643,3126,0,0,9,0,2,28
8600000US28644,1218,0,0,0,0,0,48
8600000US28645,40199,3609,171,407,38,1825,788
8600000US28646,643,3,0,0,0,1,0
8600000US28647,140,0,0,0,0,0,0
8600000US28649,1082,0,0,0,0,0,0
8600000US28650,10490,754,24,355,0,24,294
8600000US28651,6059,196,0,12,0,431,32
8600000US28652,98,0,0,0,0,0,0
8600000US28654,3763,173,28,23,0,0,85
8600000US28655,45630,5408,194,1989,0,1568,1105
8600000US28657,8328,51,84,72,45,227,468
8600000US28658,21321,2781,70,826,36,832,540
8600000US28659,18150,1247,14,51,0,1288,315
8600000US28660,1906,56,54,0,0,140,14
8600000US28662,13,0,0,0,0,0,0
8600000US28663,519,5,18,0,0,0,0
8600000US28665,2744,0,0,0,0,0,0
8600000US28666,285,0,0,0,0,0,0
8600000US28667,567,0,0,0,0,0,0
8600000US28668,407,0,0,0,0,0,0
8600000US28669,2860,547,21,14,0,22,18
8600000US28670,3087,4,8,22,0,2,25
8600000US28671,645,8,0,5,0,0,0
8600000US28672,35,0,0,0,0,0,0
8600000US28673,5188,146,10,0,0,7,89
8600000US28675,5689,97,18,13,10,380,105
8600000US28676,3250,26,0,0,0,0,62
8600000US28677,22931,7762,112,449,15,1530,748
8600000US28678,4781,138,36,48,0,284,20
8600000US28679,2098,0,0,0,0,127,52
8600000US28681,22744,1621,48,76,5,829,356
8600000US28682,1082,0,9,0,0,0,24
8600000US28683,1763,1,18,6,0,0,0
8600000US28684,2647,10,33,0,0,8,55
8600000US28685,1536,25,0,0,0,0,0
8600000US28689,1768,38,0,0,0,0,0
8600000US28690,8129,282,0,359,28,188,186
8600000US28692,3567,2,17,38,0,6,41
8600000US28693,1508,0,0,0,0,0,0
8600000US28694,7740,49,70,48,0,173,83
8600000US28697,11227,650,91,204,0,536,82
8600000US28698,2326,0,0,0,0,7,7
8600000US28701,4149,60,0,123,0,0,44
8600000US28702,442,0,0,0,0,0,0
8600000US28704,17458,1440,24,337,14,995,369
8600000US28705,6558,96,3,17,10,2,26
8600000US28707,178,0,0,0,0,0,0
8600000US28708,540,0,0,0,0,0,0
8600000US28709,1756,0,20,0,0,0,0
8600000US28711,11424,898,15,152,0,17,351
8600000US28712,16113,943,120,84,0,198,623
8600000US28713,8341,297,214,9,0,3,379
8600000US28714,16219,172,49,20,5,61,154
8600000US28715,23514,131,59,155,0,259,218
8600000US28716,16036,238,90,45,0,162,301
8600000US28717,1965,20,0,0,0,40,19
8600000US28718,499,0,0,0,0,0,0
8600000US28719,1179,169,5891,56,22,339,261
8600000US28720,142,0,0,0,0,0,5
8600000US28721,9742,34,51,0,0,41,174
8600000US28722,6386,84,5,32,0,175,32
8600000US28723,9906,371,83,162,25,15,247
8600000US28725,17,0,0,0,0,0,0
8600000US28726,2870,319,0,0,0,266,124
8600000US28729,2305,0,0,0,0,266,111
8600000US28730,9262,199,0,0,0,85,237
8600000US28731,7011,59,6,19,0,59,344
8600000US28732,13787,664,32,487,19,81,295
8600000US28733,63,0,0,0,0,0,0
8600000US28734,24653,296,87,187,12,1222,250
8600000US28735,188,0,0,0,0,0,0
8600000US28736,663,0,0,0,0,275,13
8600000US28739,19306,999,66,113,0,268,160
8600000US28740,1692,0,29,4,0,0,22
8600000US28741,3554,12,0,54,0,1,16
8600000US28742,2685,0,0,42,0,0,0
8600000US28743,1747,9,3,0,0,50,0
8600000US28745,478,0,0,0,0,0,0
8600000US28746,2079,227,0,35,0,0,14
8600000US28747,2580,0,0,23,0,0,0
8600000US28748,11596,24,7,36,0,15,128
8600000US28749,38,0,0,0,0,0,0
8600000US28751,2977,1,0,34,0,0,17
8600000US28752,28311,1357,56,368,11,570,602
8600000US28753,11074,68,64,75,0,19,216
8600000US28754,7607,185,0,30,0,11,41
8600000US28756,3462,629,0,5,0,0,75
8600000US28757,285,27,0,0,0,0,21
8600000US28759,6580,91,32,21,0,88,53
8600000US28761,6797,153,11,49,0,85,62
8600000US28762,6553,133,65,0,0,0,29
8600000US28763,2626,0,15,0,0,0,0
8600000US28766,1262,0,0,1,0,107,0
8600000US28768,6894,267,10,46,0,82,50
8600000US28771,7359,48,505,84,14,83,168
8600000US28772,1107,0,0,0,0,5,0
8600000US28773,2401,5,0,18,0,21,7
8600000US28774,1080,0,14,4,0,15,0
8600000US28775,355,0,0,0,0,0,0
8600000US28777,9142,426,80,46,0,109,322
8600000US28778,9950,693,0,47,0,146,151
8600000US28779,15335,286,366,37,5,145,298
8600000US28781,806,0,0,0,0,0,0
8600000US28782,6321,301,6,21,0,13,18
8600000US28783,869,33,0,0,0,110,36
8600000US28785,7667,39,89,10,0,37,86
8600000US28786,19459,242,87,134,8,291,378
8600000US28787,17686,98,54,113,26,129,275
8600000US28789,4116,0,396,49,0,0,148
8600000US28790,3226,69,0,10,0,10,8
8600000US28791,14369,437,45,120,0,37,153
8600000US28792,27467,1038,361,325,0,1687,830
8600000US28801,9253,4131,110,166,2,117,322
8600000US28803,23853,3592,180,472,118,256,1195
8600000US28804,18662,494,169,440,6,63,574
8600000US28805,16236,898,58,43,9,39,515
8600000US28806,32824,2567,255,392,0,584,1114
8600000US28901,4687,26,59,71,0,105,100
8600000US28902,1365,4,0,0,0,0,17
8600000US28904,8112,82,38,21,0,186,65
8600000US28905,2444,0,179,0,0,194,126
8600000US28906,18061,237,269,84,4,54,348
8600000US28909,747,0,0,0,0,0,14
8600000US29001,928,846,0,0,0,18,33
8600000US29003,2702,3930,0,54,0,31,49
8600000US29006,6657,2409,60,52,0,521,198
8600000US29009,1655,658,7,0,0,0,26
8600000US29010,4593,7066,6,29,0,35,148
8600000US29014,1376,381,0,0,0,0,51
8600000US29015,155,1239,0,0,0,2,29
8600000US29016,10434,4864,18,146,0,25,284
8600000US29018,1092,2521,0,0,0,38,12
8600000US29020,13720,8146,8,58,0,378,232
8600000US29030,1251,963,0,3,0,0,24
8600000US29031,308,1136,0,0,0,0,5
8600000US29032,2825,1500,0,0,0,106,24
8600000US29033,9309,2482,5,139,0,65,227
8600000US29036,16951,471,38,57,10,108,304
8600000US29037,563,118,0,0,0,0,44
8600000US29038,1760,832,0,0,0,108,36
8600000US29039,2351,2074,0,0,0,0,35
8600000US29040,4159,5142,84,164,9,0,591
8600000US29042,722,4830,0,0,0,6,20
8600000US29044,1818,3198,11,13,0,233,120
8600000US29045,15556,4059,98,432,0,182,322
8600000US29046,29,311,0,0,0,0,0
8600000US29047,1982,1861,0,11,0,0,48
8600000US29048,1626,3393,0,0,0,2,5
8600000US29051,653,752,0,0,0,29,0
8600000US29052,197,2204,0,0,0,0,119
8600000US29053,13705,3865,56,30,26,182,476
8600000US29054,8934,445,34,46,0,237,53
8600000US29055,2857,1432,18,6,0,0,106
8600000US29056,400,1984,0,0,0,0,15
8600000US29058,3806,1002,18,0,0,17,0
8600000US29059,1867,3751,193,27,0,44,229
8600000US29061,4315,9818,0,48,87,97,106
8600000US29062,33,74,0,0,0,0,0
8600000US29063,24173,7075,47,646,18,141,1062
8600000US29065,52,600,0,0,0,0,56
8600000US29067,8188,2239,7,32,0,120,105
8600000US29069,2406,2844,0,2,0,8,62
8600000US29070,12367,1973,0,12,0,13,176
8600000US29072,42859,3361,10,1331,68,275,656
8600000US29073,34355,4919,207,217,0,394,707
8600000US29074,246,0,0,0,0,0,0
8600000US29075,2231,891,0,0,0,126,20
8600000US29078,11782,2728,133,44,0,242,106
8600000US29079,8,108,0,0,0,0,0
8600000US29080,707,2306,0,0,0,14,9
8600000US29081,687,452,0,0,0,0,0
8600000US29082,415,194,0,0,0,11,0
8600000US29101,2057,1145,0,0,0,26,35
8600000US29102,8234,9625,58,0,0,185,249
8600000US29104,340,1298,0,0,0,0,0
8600000US29105,784,265,0,0,0,16,10
8600000US29107,2218,616,10,0,0,0,28
8600000US29108,10442,7880,11,112,0,1898,585
8600000US29111,804,979,0,0,0,0,0
8600000US29112,2387,2054,83,5,0,0,95
8600000US29113,503,1254,0,0,0,0,0
8600000US29114,1069,1282,0,0,0,0,15
8600000US29115,6966,21480,18,138,0,367,60
8600000US29117,104,1096,9,0,0,0,0
8600000US29118,5286,10270,178,444,0,0,45
8600000US29122,46,0,0,0,0,0,0
8600000US29123,6753,157,0,0,0,172,99
8600000US29125,679,1611,0,3,0,0,18
8600000US29126,1631,476,0,0,0,2,105
8600000US29127,6460,1364,0,0,0,0,27
8600000US29128,1489,3747,19,10,0,79,67
8600000US29129,2067,1586,0,6,0,165,9
8600000US29130,4006,3008,6,11,0,0,36
8600000US29133,760,476,2,0,0,0,2
8600000US29135,4028,4258,0,0,0,76,143
8600000US29137,1198,1483,13,2,0,22,42
8600000US29138,6055,3452,0,0,0,1093,114
8600000US29142,1229,3358,0,201,0,222,101
8600000US29145,388,233,0,24,0,0,19
8600000US29146,528,1280,37,0,0,0,9
8600000US29147,0,0,0,0,0,0,0
8600000US29148,2869,3853,0,0,0,13,31
8600000US29150,18896,20114,86,468,0,544,571
8600000US29152,1213,452,0,20,0,0,31
8600000US29153,6802,8514,49,12,0,695,77
8600000US29154,18602,9787,14,614,9,263,480
8600000US29160,7217,1318,35,0,0,15,116
8600000US29161,6240,5450,0,50,0,0,120
8600000US29162,2326,807,0,0,0,157,48
8600000US29163,465,1727,1,0,0,0,2
8600000US29164,3079,897,47,20,0,11,0
8600000US29166,756,132,0,0,0,36,0
8600000US29168,1105,1465,0,72,0,0,17
8600000US29169,16728,3878,119,513,0,370,377
8600000US29170,16896,2595,194,276,0,112,407
8600000US29172,6218,1991,47,122,0,64,185
8600000US29175,204,291,28,0,0,0,0
8600000US29178,2042,913,0,9,0,14,223
8600000US29180,5129,9081,0,10,0,106,83
8600000US29201,14043,4778,0,666,0,215,414
8600000US29202,145,5,0,14,0,11,4
8600000US29203,6150,33064,68,422,14,410,742
8600000US29204,8232,12270,7,75,1,135,149
8600000US29205,18867,5411,29,607,0,901,506
8600000US29206,14509,3466,21,348,62,203,443
8600000US29207,5747,2752,45,330,142,196,663
8600000US29208,553,231,0,24,0,19,33
8600000US29209,15975,14465,36,513,0,714,395
8600000US29210,14008,23857,40,816,22,176,1609
8600000US29212,21816,6477,42,393,0,410,1020
8600000US29223,20009,24851,126,2167,21,2872,1209
8600000US29225,791,197,0,14,0,20,28
8600000US29229,16147,23213,103,2037,0,682,927
8600000US29301,16968,10611,173,841,43,776,439
8600000US29302,12946,3575,10,573,0,131,334
8600000US29303,14733,8773,121,409,0,1321,245
8600000US29306,5658,9272,22,200,5,75,471
8600000US29307,15741,3335,114,209,10,126,221
8600000US29316,17887,2376,72,922,0,637,250
8600000US29320,526,0,0,0,0,0,0
8600000US29321,2000,291,0,0,0,0,35
8600000US29322,8757,192,0,0,0,12,90
8600000US29323,12041,1336,44,19,0,125,127
8600000US29324,188,0,0,0,0,0,0
8600000US29325,9424,5248,0,57,0,12,183
8600000US29329,215,0,0,0,0,0,0
8600000US29330,7025,681,48,21,0,113,16
8600000US29331,84,68,0,0,0,0,0
8600000US29332,1884,640,0,0,0,2,79
8600000US29333,308,224,11,0,0,0,26
8600000US29334,8357,2981,20,675,0,518,171
8600000US29335,4641,1131,15,6,0,166,60
8600000US29338,11,0,0,0,0,0,0
8600000US29340,15165,4968,51,10,0,147,226
8600000US29341,13079,5163,132,257,0,369,285
8600000US29346,98,4,0,0,0,0,0
8600000US29349,24771,3037,65,1119,35,81,421
8600000US29351,1131,122,0,0,0,85,87
8600000US29353,2753,981,0,0,0,0,125
8600000US29355,777,62,0,0,0,9,19
8600000US29356,7362,285,6,28,0,65,23
8600000US29360,13198,6648,18,99,8,168,299
8600000US29364,495,15,15,0,0,17,33
8600000US29365,8330,790,12,137,0,192,278
8600000US29368,14,0,0,0,0,0,0
8600000US29369,10125,3100,0,303,0,293,420
8600000US29370,616,45,0,0,0,0,0
8600000US29372,3818,861,0,0,0,58,93
8600000US29373,158,0,0,0,0,0,0
8600000US29374,3073,84,0,11,0,12,59
8600000US29375,143,0,0,0,0,0,0
8600000US29376,5461,810,0,13,0,204,121
8600000US29377,518,14,0,0,0,0,0
8600000US29378,80,40,0,0,0,0,0
8600000US29379,12690,6102,18,39,0,44,374
8600000US29384,3304,709,5,0,0,0,48
8600000US29385,4532,1569,0,246,0,250,67
8600000US29388,11805,1593,0,5,0,29,530
8600000US29401,9685,905,5,100,0,23,96
8600000US29403,9477,11803,54,339,11,130,301
8600000US29404,1180,157,5,12,0,0,16
8600000US29405,8274,18642,234,219,0,93,442
8600000US29406,15110,11401,134,537,0,1490,815
8600000US29407,20935,11932,19,569,71,205,707
8600000US29409,1923,100,0,23,0,14,107
8600000US29410,13103,3314,50,643,40,286,457
8600000US29412,28841,5805,68,255,0,95,469
8600000US29414,25281,6204,48,585,0,124,375
8600000US29418,10671,10387,10,489,0,319,422
8600000US29420,11615,8778,135,587,0,447,1052
8600000US29423,351,134,0,0,0,0,19
8600000US29424,249,73,0,18,0,5,7
8600000US29426,589,828,39,14,0,0,22
8600000US29429,1412,1534,0,33,0,0,30
8600000US29431,5170,1115,0,23,0,0,238
8600000US29432,1979,699,0,0,0,15,7
8600000US29434,378,21,0,0,26,0,21
8600000US29435,2708,846,70,0,0,66,10
8600000US29436,2100,1854,15,0,0,5,0
8600000US29437,1434,697,0,0,0,0,26
8600000US29438,1777,559,4,37,0,37,16
8600000US29439,2138,0,45,0,0,0,32
8600000US29440,13991,14018,49,179,0,672,191
8600000US29445,37380,11536,245,2671,0,1821,1723
8600000US29446,356,853,0,0,0,0,0
8600000US29448,1690,763,12,0,0,0,61
8600000US29449,3599,3846,0,91,0,135,75
8600000US29450,926,1881,0,0,0,0,21
8600000US29451,4145,54,0,18,0,0,0
8600000US29452,0,383,0,0,0,0,0
8600000US29453,830,581,0,0,0,0,14
8600000US29455,13685,5380,95,65,0,706,183
8600000US29456,17898,8498,191,669,62,635,987
8600000US29458,675,1494,0,15,0,0,102
8600000US29461,19675,9217,234,95,0,355,694
8600000US29464,40215,3586,76,378,26,84,312
8600000US29466,24518,2614,19,515,42,0,379
8600000US29468,279,1577,0,0,0,0,0
8600000US29469,550,0,0,0,0,0,0
8600000US29470,2405,1628,54,20,0,0,24
8600000US29471,808,604,0,0,10,0,6
8600000US29472,5254,3639,259,16,0,14,55
8600000US29474,1321,816,184,0,0,0,6
8600000US29475,1883,943,80,0,0,10,30
8600000US29477,3367,3005,3,0,0,63,143
8600000US29479,2874,4713,11,0,0,15,23
8600000US29481,976,982,0,0,0,0,0
8600000US29482,1881,7,5,0,0,0,12
8600000US29483,48352,13705,772,715,48,722,1715
8600000US29485,36567,7589,283,621,0,311,1508
8600000US29487,1205,1557,0,5,0,0,116
8600000US29488,12343,9084,58,0,37,152,105
8600000US29492,8560,1535,18,161,37,64,44
8600000US29493,68,30,0,0,0,0,0
8600000US29501,27766,13918,67,812,0,92,349
8600000US29505,16306,8938,0,400,0,133,397
8600000US29506,6655,13957,28,17,0,13,576
8600000US29510,5294,5287,0,17,0,235,137
8600000US29511,3831,463,36,0,0,6,147
8600000US29512,6880,11377,273,74,23,215,209
8600000US29516,725,154,0,0,0,0,2
8600000US29518,922,288,0,0,0,0,0
8600000US29519,84,147,0,0,0,0,0
8600000US29520,7656,6360,0,71,0,7,182
8600000US29525,569,881,166,0,0,6,16
8600000US29526,30082,6073,89,258,0,1110,451
8600000US29527,14905,8217,244,0,0,1034,322
8600000US29530,1726,543,0,53,0,0,39
8600000US29532,10258,9834,0,201,0,133,113
8600000US29536,7175,9224,224,0,0,400,181
8600000US29540,2478,3765,0,0,0,0,6
8600000US29541,5399,2515,46,37,0,0,95
8600000US29543,390,93,4,0,0,0,0
8600000US29544,4546,426,0,18,0,43,15
8600000US29545,1346,437,0,0,0,20,0
8600000US29546,1262,1237,0,0,0,82,0
8600000US29547,889,730,242,0,0,33,22
8600000US29550,21845,8862,70,72,0,256,420
8600000US29554,4405,4615,0,0,0,24,78
8600000US29555,3830,2380,0,46,0,0,142
8600000US29556,3529,9035,0,19,0,14,121
8600000US29560,4793,7190,31,56,0,45,323
8600000US29563,1165,1355,45,0,0,11,64
8600000US29564,40,891,0,0,0,0,0
8600000US29565,4058,3525,240,5,0,0,173
8600000US29566,13854,1664,133,21,0,27,170
8600000US29567,186,439,40,0,0,0,2
8600000US29568,8561,4533,0,91,0,27,224
8600000US29569,10994,4822,42,106,0,166,200
8600000US29570,2215,1141,494,11,0,38,495
8600000US29571,6066,9835,7,97,0,32,62
8600000US29572,8131,267,28,27,4,156,174
8600000US29574,5326,6420,0,25,0,232,196
8600000US29575,14714,244,0,147,0,8,288
8600000US29576,23670,443,0,34,0,320,63
8600000US29577,19376,3571,115,541,129,2882,443
8600000US29579,26229,1628,84,637,0,1375,555
8600000US29580,81,1387,0,0,0,0,0
8600000US29581,3386,928,36,0,0,0,26
8600000US29582,13266,670,7,164,0,296,138
8600000US29583,2973,2327,14,5,0,200,65
8600000US29584,2205,417,0,0,0,0,0
8600000US29585,11521,1273,0,0,0,83,58
8600000US29588,28163,3061,33,1153,0,2056,1394
8600000US29590,509,3229,42,20,0,237,58
8600000US29591,4024,1150,30,22,0,15,179
8600000US29592,773,199,0,0,0,31,17
8600000US29593,1062,1075,12,0,0,0,120
8600000US29594,90,32,0,0,0,0,0
8600000US29596,1372,989,49,0,0,0,138
8600000US29601,5508,4793,27,81,0,24,167
8600000US29605,17969,15028,25,74,0,388,620
8600000US29607,22618,9797,65,891,160,534,687
8600000US29609,22342,4252,25,426,10,391,506
8600000US29611,18533,9229,135,45,0,927,577
8600000US29613,1289,122,0,76,0,35,29
8600000US29614,2606,71,0,142,0,58,18
8600000US29615,26640,3753,134,1291,47,329,558
8600000US29617,20561,3558,90,505,4,645,576
8600000US29620,8938,4236,9,13,0,0,301
8600000US29621,30858,7831,87,785,8,320,499
8600000US29624,7252,6605,3,0,0,352,387
8600000US29625,21506,4505,32,207,0,201,699
8600000US29626,10327,2702,52,0,0,33,191
8600000US29627,14996,2346,47,14,0,42,295
8600000US29628,1262,1299,3,0,0,0,29
8600000US29630,11649,1543,34,259,0,196,277
8600000US29631,10816,1114,43,1154,0,26,318
8600000US29634,5816,730,0,89,10,76,31
8600000US29635,1332,12,0,23,0,0,9
8600000US29638,2299,522,9,0,0,31,27
8600000US29639,1039,704,0,0,0,0,9
8600000US29640,27335,1643,216,110,0,785,749
8600000US29642,27175,1610,38,220,25,170,268
8600000US29643,2552,56,0,0,0,42,50
8600000US29644,14662,3659,35,54,49,763,331
8600000US29645,8565,1190,13,0,76,7,207
